SOURCE_SHEET,ROW_TYPE,VT_TEMPLATE_NAME_TXT,VT_VIEW_TYPE_TXT,VT_DISCIPLINE_TXT,VT_VISUAL_STYLE_TXT,VT_DETAIL_LEVEL_TXT,VT_SCALE_TXT,VT_SHADOWS_BOOL,VT_AMBIENT_OCCLUSION_BOOL,VT_SILHOUETTES_BOOL,VT_FILTERS_APPLIED_TXT,VT_PHASE_FILTER_TXT,VT_PURPOSE_TXT,VT_BACKGROUND_IMAGE_TXT,VT_COLOR_SCHEME_TXT,VT_CREATED_BY_TXT,VT_DATE_CREATED_TXT,VT_LAST_MODIFIED_TXT,VT_STATUS_TXT,VT_ISO_COMPLIANCE_TXT,Category: Views,SYS_NAME_TXT,SYS_ABBREVIATION_TXT,SYS_CODE_TXT,SYS_CLASSIFICATION_TXT,SYS_MEDIUM_TXT,SYS_TEMPERATURE_NR,SYS_PRESSURE_NR,SYS_DESIGN_VELOCITY_TXT,COLOR_R_INT,COLOR_G_INT,COLOR_B_INT,SYS_LINE_WEIGHT_INT,SYS_LINE_STYLE_TXT,SYS_MATERIAL_STANDARD_TXT,SYS_INSULATION_TYPE_TXT,SYS_APPLICABLE_STANDARDS_TXT,Category: Duct Systems / Pipe Systems,FLT_NAME_TXT,FLT_CATEGORIES_TXT,FLT_RULES_TXT,FLT_LINE_COLOR_R_INT,FLT_LINE_COLOR_G_INT,FLT_LINE_COLOR_B_INT,FLT_LINE_WEIGHT_INT,FLT_SURFACE_PATTERN_TXT,FLT_CUT_PATTERN_TXT,FLT_TRANSPARENCY_INT,FLT_USED_IN_TEMPLATES_TXT,FLT_STATUS_TXT,LS_NAME_TXT,LS_WEIGHT_INT,LS_PATTERN_TXT,USAGE_TXT,LS_STATUS_TXT,Category: Lines / Detail Items,PH_NAME_TXT,PH_NUMBER_INT,PH_DESCRIPTION_TXT,PH_START_DATE_TXT,PH_END_DATE_TXT,PH_STATUS_TXT,Category: Project Information,WS_NAME_TXT,WS_DISCIPLINE_TXT,WS_TYPE_TXT,WS_OWNER_TXT,WS_DESCRIPTION_TXT,WS_EDITABLE_DEFAULT_BOOL,WS_VISIBLE_DEFAULT_BOOL,TS_NAME_TXT,TS_FONT_NAME_TXT,TS_FONT_SIZE_NR,TS_BOLD_BOOL,TS_ITALIC_BOOL,TS_UNDERLINE_BOOL,TS_WIDTH_FACTOR_NR,TS_STATUS_TXT,Category: Text Notes / Annotations,DS_NAME_TXT,DS_TYPE_TXT,DS_TEXT_SIZE_NR,DS_TEXT_FONT_TXT,DS_TICK_MARK_TXT,DS_TICK_SIZE_NR,DS_UNITS_FORMAT_TXT,DS_PRECISION_TXT,Category: Dimensions / Spot Elevations,BI_FILENAME_TXT,BI_DIMENSIONS_TXT,BI_TOP_COLOR_TXT,BI_BOTTOM_COLOR_TXT,BI_GRADIENT_TYPE_TXT,BI_FILE_LOCATION_TXT,BI_USED_IN_TEMPLATES_TXT,BI_CREATED_DATE_TXT,BI_STATUS_TXT,OS_CATEGORY_TXT,OS_SUBCATEGORY_TXT,OS_PROJECTION_WEIGHT_INT,OS_CUT_WEIGHT_INT,OS_PATTERN_TXT,OS_MATERIAL_TXT,Category: Walls / Floors / Roofs,CP_PALETTE_NAME_TXT,CP_ELEMENT_TYPE_TXT,CP_HEX_CODE_TXT,CP_USE_CASE_TXT,CP_STYLE_TXT,MA_ELEMENT_CATEGORY_TXT,MA_ELEMENT_NAME_TXT,MA_TEMPLATE_COMPLIANCE_TXT,MA_LAST_REVIEWED_DATE_TXT,MA_REVIEWED_BY_TXT,MA_ISSUES_FOUND_TXT,MA_ACTION_REQUIRED_TXT,MA_PRIORITY_TXT,MA_STATUS_TXT,MA_NOTES_TXT,SPARE_PARAM_01_TXT,SPARE_PARAM_02_TXT,SPARE_PARAM_03_TXT,SPARE_PARAM_04_NR,SPARE_PARAM_05_INT,Category: Generic Models,PARAMETER_NAME,GUID,DATATYPE,GROUP,DESCRIPTION,Template_Name,View_Type,Discipline,Scale,Detail_Level,Visual_Style,Show_Hidden,Shadows,Ambient_Shadows,Silhouettes,Phase_Filter,VG_Scheme,Filters_Applied,Default_Workset,View_Range,Underlay,Show_Grids,Show_Levels,Show_Sections,Background_R,Background_G,Background_B,Purpose,ISO_Code,Style_Reference,Sketchy_Lines,Transparency,Background_Type,Exposure,Saturation,Contrast,White_Point,Filters,Schedule Name,Category,Fields,Sorting,Formulas,Header_Color,Text_Color,Background_Color
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARCH_RCP_50_Lighting,CeilingPlan,Architectural,1:50,Fine,HiddenLine,No,No,No,No,Show Complete,RCP Lighting,Lighting Fixtures,ELEC-LIGHTING,RCP,,Yes,No,No,255.0,255.0,255.0,Lighting coordination RCP,A-RCP-LT,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARCH_Section_100,Section,Architectural,1:100,Medium,HiddenLine,No,No,No,No,Show Complete,Section Standard,New Construction,ARCH-WALL-EXTERIOR,Full,,Yes,Yes,No,255.0,255.0,255.0,Building section,A-SEC100,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARCH_Section_50,Section,Architectural,1:50,Fine,HiddenLine,Yes,No,No,No,Show Complete,Section Detail,New Construction,ARCH-WALL-EXTERIOR,Full,,Yes,Yes,No,255.0,255.0,255.0,Detailed section,A-SEC50,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARCH_Section_25_Assembly,Section,Architectural,1:25,Fine,HiddenLine,Yes,No,No,No,Show Complete,Assembly Section,Wall Assembly,ARCH-WALL-EXTERIOR,Detail,,Yes,Yes,No,255.0,255.0,255.0,Wall assembly section,A-SEC25,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARCH_Section_20_Detail,Section,Architectural,1:20,Fine,HiddenLine,Yes,No,No,No,Show Complete,Construction Section,,ARCH-WALL-EXTERIOR,Detail,,Yes,Yes,No,255.0,255.0,255.0,Construction detail section,A-SEC20,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARCH_Section_10_Detail,Section,Architectural,1:10,Fine,HiddenLine,Yes,No,No,No,Show Complete,Joinery Section,,ARCH-DOOR,Detail,,Yes,Yes,No,255.0,255.0,255.0,Joinery section,A-SEC10,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARCH_Elevation_100,Elevation,Architectural,1:100,Medium,HiddenLine,No,Yes,No,Yes,Show Complete,Elevation Standard,New Construction,ARCH-WALL-EXTERIOR,,,Yes,Yes,No,255.0,255.0,255.0,External elevation,A-ELV100,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARCH_Elevation_50,Elevation,Architectural,1:50,Fine,HiddenLine,No,Yes,No,Yes,Show Complete,Elevation Detail,New Construction,ARCH-FACADE,,,Yes,Yes,No,255.0,255.0,255.0,Detailed elevation,A-ELV50,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARCH_Elevation_25_Facade,Elevation,Architectural,1:25,Fine,HiddenLine,Yes,No,No,No,Show Complete,Facade Detail,,ARCH-FACADE,,,Yes,Yes,No,255.0,255.0,255.0,Facade detail,A-FAC25,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARCH_Interior_Elevation,Elevation,Architectural,1:50,Fine,HiddenLine,No,No,No,No,Show Complete,Interior Elevation,,ARCH-WALL-INTERIOR,,,No,No,No,255.0,255.0,255.0,Interior elevation,A-INT-ELV,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STRUCT_Plan_100_GA,FloorPlan,Structural,1:100,Medium,HiddenLine,No,No,No,No,Show Complete,Structural GA,Load Bearing;Structure,STRUCT-COLUMN,Standard,,Yes,Yes,Yes,255.0,255.0,255.0,Structural GA plan,S-GA,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STRUCT_Plan_50_Detail,FloorPlan,Structural,1:50,Fine,HiddenLine,Yes,No,No,No,Show Complete,Structural Detail,Structure,STRUCT-FRAMING,Standard,,Yes,Yes,Yes,255.0,255.0,255.0,Structural detail plan,S-DET50,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STRUCT_Plan_25_Connection,FloorPlan,Structural,1:25,Fine,HiddenLine,Yes,No,No,No,Show Complete,Connection Detail,Connections,STRUCT-FRAMING,Detail,,Yes,Yes,No,255.0,255.0,255.0,Connection details,S-CONN25,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STRUCT_Framing_100,CeilingPlan,Structural,1:100,Medium,HiddenLine,No,No,No,No,Show Complete,Framing Plan,Framing Only,STRUCT-FRAMING,Framing,,Yes,Yes,No,255.0,255.0,255.0,Framing plan,S-FRAM,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STRUCT_Foundation_50,FloorPlan,Structural,1:50,Fine,HiddenLine,No,No,No,No,Show Complete,Foundation Plan,Foundations Only,STRUCT-FOUNDATION,Standard,,Yes,Yes,No,255.0,255.0,255.0,Foundation plan,S-FND,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STRUCT_Section_50,Section,Structural,1:50,Fine,HiddenLine,Yes,No,No,No,Show Complete,Structural Section,Structure,STRUCT-COLUMN,Full,,Yes,Yes,No,255.0,255.0,255.0,Structural section,S-SEC50,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STRUCT_Section_25_Detail,Section,Structural,1:25,Fine,HiddenLine,Yes,No,No,No,Show Complete,Connection Section,Connections,STRUCT-FRAMING,Detail,,Yes,Yes,No,255.0,255.0,255.0,Connection section,S-SEC25,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MECH_HVAC_100,FloorPlan,Mechanical,1:100,Medium,HiddenLine,No,No,No,No,Show Complete,HVAC Systems,Supply Air;Return Air,MECH-HVAC-DUCT,HVAC,,Yes,Yes,No,255.0,255.0,255.0,HVAC layout plan,M-HVAC,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MECH_HVAC_50_Detail,FloorPlan,Mechanical,1:50,Fine,HiddenLine,Yes,No,No,No,Show Complete,HVAC Detail,Supply Air;Return Air;Exhaust,MECH-HVAC-DUCT,HVAC,,Yes,Yes,No,255.0,255.0,255.0,Detailed HVAC plan,M-HVAC50,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MECH_Equipment_100,FloorPlan,Mechanical,1:100,Medium,HiddenLine,No,No,No,No,Show Complete,Equipment Layout,Mechanical Equipment,MECH-HVAC-EQUIP,Standard,,Yes,Yes,No,255.0,255.0,255.0,Equipment layout,M-EQUIP,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MECH_Section_50,Section,Mechanical,1:50,Fine,HiddenLine,Yes,No,No,No,Show Complete,Mechanical Section,HVAC Systems,MECH-HVAC-DUCT,Full,,Yes,Yes,No,255.0,255.0,255.0,Mechanical section,M-SEC50,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELEC_Power_100,FloorPlan,Electrical,1:100,Medium,HiddenLine,No,No,No,No,Show Complete,Power Layout,Power Equipment,ELEC-POWER-EQUIP,Standard,,Yes,Yes,No,255.0,255.0,255.0,Power layout plan,E-PWR,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELEC_Power_50_Detail,FloorPlan,Electrical,1:50,Fine,HiddenLine,Yes,No,No,No,Show Complete,Power Detail,Power Equipment,ELEC-POWER-EQUIP,Standard,,Yes,Yes,No,255.0,255.0,255.0,Detailed power plan,E-PWR50,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELEC_Lighting_100,CeilingPlan,Electrical,1:100,Medium,HiddenLine,No,No,No,No,Show Complete,Lighting Layout,Lighting Fixtures,ELEC-LIGHTING,RCP,,Yes,No,No,255.0,255.0,255.0,Lighting layout plan,E-LTG,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELEC_Data_100,FloorPlan,Electrical,1:100,Medium,HiddenLine,No,No,No,No,Show Complete,Data Telecom,Data Devices,ELEC-DATA-COMM,Standard,,Yes,Yes,No,255.0,255.0,255.0,Data telecom plan,E-DATA,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELEC_FireAlarm_100,CeilingPlan,Electrical,1:100,Medium,HiddenLine,No,No,No,No,Show Complete,Fire Alarm,Fire Alarm Devices,ELEC-DATA-COMM,RCP,,Yes,No,No,255.0,255.0,255.0,Fire alarm plan,E-FA,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELEC_CableTray_100,FloorPlan,Electrical,1:100,Medium,HiddenLine,No,No,No,No,Show Complete,Cable Tray Layout,Cable Tray,ELEC-CABLE-TRAY,Standard,,Yes,Yes,No,255.0,255.0,255.0,Cable tray plan,E-CT,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLUMB_Domestic_100,FloorPlan,Plumbing,1:100,Medium,HiddenLine,No,No,No,No,Show Complete,Domestic Water,Hot Water;Cold Water,PLUMB-DOMESTIC-WATER,Standard,,Yes,Yes,No,255.0,255.0,255.0,Domestic water plan,P-DOM,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLUMB_Sanitary_100,FloorPlan,Plumbing,1:100,Medium,HiddenLine,No,No,No,No,Show Complete,Sanitary Drainage,Sanitary;Drainage,PLUMB-SANITARY,Standard,,Yes,Yes,No,255.0,255.0,255.0,Sanitary drainage plan,P-SAN,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLUMB_Fire_100,FloorPlan,Plumbing,1:100,Medium,HiddenLine,No,No,No,No,Show Complete,Fire Protection,Fire Protection;Sprinklers,PLUMB-FIRE,Standard,,Yes,Yes,No,255.0,255.0,255.0,Fire protection plan,P-FP,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLUMB_Fire_50_Detail,FloorPlan,Plumbing,1:50,Fine,HiddenLine,Yes,No,No,No,Show Complete,Fire Protection Detail,Fire Protection,PLUMB-FIRE,Standard,,Yes,Yes,No,255.0,255.0,255.0,Detailed FP plan,P-FP50,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COORD_Plan_100_All,FloorPlan,Coordination,1:100,Medium,HiddenLine,No,No,No,No,Show Complete,Full Coordination,All MEP;All Structure,SHARED-VIEWS,Standard,,Yes,Yes,No,255.0,255.0,255.0,Full coordination plan,C-ALL,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COORD_Section_50,Section,Coordination,1:50,Fine,HiddenLine,Yes,No,No,No,Show Complete,Coordination Section,All MEP,SHARED-VIEWS,Full,,Yes,Yes,No,255.0,255.0,255.0,Coordination section,C-SEC50,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COORD_3D_Clash,3D,Coordination,1:100,Medium,Shading,No,No,No,No,Show Complete,Clash Detection,All Systems,SHARED-VIEWS,,,No,No,No,255.0,255.0,255.0,Clash detection view,C-CLASH,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COORD_3D_Color_Coded,3D,Coordination,1:100,Medium,Shading,No,No,No,No,Show Complete,System Color Coded,Color by Discipline,SHARED-VIEWS,,,No,No,No,255.0,255.0,255.0,Color coded systems,C-COLOR,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COORD_3D_MEP_Only,3D,Coordination,1:100,Medium,Shading,No,No,No,No,Show Complete,MEP Only,All MEP;Hide Architecture,SHARED-VIEWS,,,No,No,No,200.0,200.0,200.0,MEP systems only,C-MEP,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_3D_Exterior_Day,3D,Architectural,1:100,Fine,Realistic,No,Yes,Yes,Yes,Show Complete,Realistic Materials,,ARCH-WALL-EXTERIOR,,,No,No,No,200.0,220.0,240.0,Exterior daylight render,P-EXT-D,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_3D_Interior,3D,Architectural,,Fine,Realistic,No,Yes,Yes,Yes,Show Complete,Interior Render,,ARCH-FURNITURE,,,No,No,No,255.0,255.0,255.0,Interior visualization,P-INT,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_3D_Grayscale,3D,Architectural,1:100,Fine,Shading,No,Yes,Yes,Yes,Show Complete,Grayscale Shadows,,ARCH-WALL-EXTERIOR,,,No,No,No,240.0,240.0,240.0,Grayscale with shadows,P-GRAY,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRES_3D_Section_Box,3D,Architectural,1:50,Fine,Realistic,No,Yes,Yes,Yes,Show Complete,Section Perspective,,ARCH-WALL-EXTERIOR,,,No,Yes,No,255.0,255.0,255.0,3D section cut,P-SECBOX,,,,,,,,,,,,,,,,,
VIEW_TEMPLATES_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WORK_Plan_100_Modeling,FloorPlan,Coordination,1:100,Medium,HiddenLine,No,No,No,No,Show All,Modeling Working,Status Placeholder;Status TBD,SHARED-VIEWS,Standard,,Yes,Yes,Yes,255.0,255.0,255.0,Active modeling view,W-MODEL,,,,,,,,,,,,,,,,,
